Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
DOCTOR,25213,30388744025415,03/28,715,0
LAWYER,46917,675930054894,05/29,6366,1
LAWYER,42073,4897168690269389,04/32,240,1
ENGINEER,33619,213163381335412,08/29,633,1
DOCTOR,64604,4616400657622,01/27,912,1
DOCTOR,84895,676241819629,03/34,844,0
ENGINEER,12029,4067374066220279,02/27,672,0
ENGINEER,31837,180082064642127,01/27,588,1
DOCTOR,15677,374774632278345,11/25,591,1
LAWYER,73472,4120173532141330501,02/32,591,1
ENGINEER,65755,372911836926947,07/28,638,0
DOCTOR,14392,4389430931975,07/25,150,0
LAWYER,37042,30151228580366,12/30,129,0
LAWYER,38842,30115933225039,08/34,360,0
DOCTOR,49090,6011510589192105,03/30,345,1
ENGINEER,43649,3539281111357638,11/31,4124,1
LAWYER,7893,3593184686304931,06/28,850,0
DOCTOR,67835,6519007996789406,03/30,733,1
ENGINEER,9065,502008427424,06/26,518,1
LAWYER,22562,2510771891568888,03/27,340,1
LAWYER,4488,5141173909247102,11/33,966,1
DOCTOR,6701,3546032568464034,06/27,539,1
DOCTOR,49275,370517485604321,03/29,742,1
DOCTOR,67941,30181844032328,09/26,475,1
DOCTOR,48520,180051402551084,09/34,255,0
DOCTOR,38417,4713303147963464,03/31,155,0
ENGINEER,33673,213115412978388,08/28,177,0
LAWYER,64594,4049445088944345,12/29,362,1
ENGINEER,88273,3587927316299766,02/33,416,0
LAWYER,77688,6011332585079164,07/33,103,0
LAWYER,31178,30051690794356,05/33,156,1
DOCTOR,86490,4370926390710,01/29,485,1
ENGINEER,15378,4653157199170325,10/32,769,0
DOCTOR,10402,676326744031,07/30,932,0
LAWYER,86801,341629064542248,10/27,831,1
LAWYER,55996,30341880085123,01/28,969,1
DOCTOR,40489,4398960447159387427,06/34,383,0
ENGINEER,67710,4767456345130782806,11/24,472,0
ENGINEER,36274,180089438170990,05/28,774,0
DOCTOR,48962,6535108291921874,05/26,605,1
ENGINEER,84115,4216026037064936743,02/26,019,1
LAWYER,92993,346623614166132,06/33,333,1
ENGINEER,98862,6571931386069712,09/28,136,0
DOCTOR,45798,4835743467404,04/30,424,0
LAWYER,65795,3571858185224536,12/33,428,0
ENGINEER,62622,6011315311875328,01/26,039,0
DOCTOR,90464,4588659854277,08/26,141,0
ENGINEER,29285,2297230905936911,04/34,729,1
LAWYER,60150,4080184995782288,09/29,359,1
DOCTOR,12473,3522633236280690,06/34,183,1
LAWYER,34405,4056923775225628931,10/25,424,0
LAWYER,5381,180061696352081,08/27,440,0
LAWYER,91521,4567109883946,07/33,439,1
DOCTOR,45203,30475696483971,06/25,437,1
DOCTOR,10445,4413513400644899,03/30,8823,0
LAWYER,15557,3555250877724900,06/33,016,1
ENGINEER,53678,374411904782031,07/32,330,1
DOCTOR,79410,30131955570665,09/29,162,0
DOCTOR,19855,30152128385781,08/25,916,0
DOCTOR,19053,3509702055367909,03/28,919,1
ENGINEER,35965,4736001548882761,04/27,878,1
ENGINEER,67571,6011234821475158,06/27,553,0
ENGINEER,68383,4784223294090602,11/28,726,1
LAWYER,87695,675965916421,09/27,210,0
LAWYER,30690,4980066189258,06/30,831,1
DOCTOR,88019,4987681712386768,10/27,5327,1
ENGINEER,47306,30560583513202,08/31,432,0
DOCTOR,54558,676211984635,07/29,809,1
ENGINEER,11978,3525231972458005,11/27,856,1
DOCTOR,34320,4719790193565187844,06/32,173,0
LAWYER,72682,4132033339067,09/31,359,0
ENGINEER,30511,2720369038754036,06/34,197,0
DOCTOR,93507,4404453190143086,05/32,426,0
LAWYER,1595,3576159007550637,07/28,501,1
DOCTOR,99773,3554811917108528,09/25,033,1
DOCTOR,85124,3533542446063266,05/27,586,0
ENGINEER,30606,4116395839544472,02/26,818,1
DOCTOR,6825,3549979276751259,10/28,377,0
LAWYER,63784,4581369591368590,04/33,179,0
ENGINEER,84741,3588367055843327,01/34,151,1
ENGINEER,18183,3502058104711101,09/27,735,0
DOCTOR,70430,6011976937829799,07/26,970,0
ENGINEER,61409,4742346486379,01/28,788,0
LAWYER,45529,6011395035097821,09/25,162,1
LAWYER,35551,2279653717284075,06/28,683,1
DOCTOR,79458,4160307376021165,08/26,210,0
DOCTOR,32772,4295568944627060374,06/26,469,0
ENGINEER,40157,30201163292285,08/31,117,1
ENGINEER,57702,676281971215,06/31,196,0
ENGINEER,36201,2521151088357931,08/31,848,1
LAWYER,82746,3577929750267905,12/31,515,0
LAWYER,12973,4731007190895238,01/29,663,0
ENGINEER,44392,3565542018722407,07/34,494,0
DOCTOR,99893,345644101489374,04/28,392,1
LAWYER,42523,3551703767046713,12/31,489,1
DOCTOR,1987,4669826149905467,02/32,189,1
LAWYER,62470,213121657854342,09/25,135,0
LAWYER,71063,3551854731909179,05/25,869,0
ENGINEER,1362,3504963019262322,04/34,752,1
ENGINEER,12936,180055514852553,07/34,528,1
ENGINEER,90708,4989611432656313,04/28,595,1
LAWYER,43342,4409350515522546,05/29,849,1
DOCTOR,58304,4873568766638679999,07/31,939,1
LAWYER,35052,4670725971879,01/33,867,1
DOCTOR,31770,3552923666280911,06/33,299,0
LAWYER,78563,2346141548333401,05/33,210,0
DOCTOR,89254,565187924800,07/33,039,0
LAWYER,1240,574727479663,05/33,828,1
LAWYER,86285,4381824728838271,05/31,737,0
DOCTOR,99240,502021460352,06/32,097,1
LAWYER,31915,4998996278298,05/26,131,1
ENGINEER,89862,4119118223822561024,05/25,504,0
LAWYER,34796,4439191880910069368,08/31,783,0
LAWYER,50336,5229798417677120,06/32,685,1
LAWYER,97498,371653239623736,02/27,1399,1
DOCTOR,6772,4398506409504849189,09/33,151,0
DOCTOR,8709,4351555467060,01/27,987,1
ENGINEER,34834,375744615556024,10/32,589,1
LAWYER,82392,4001535110860468284,12/24,099,1
LAWYER,81459,3555392030133320,09/33,521,0
DOCTOR,51934,371822667315319,03/30,923,1
ENGINEER,59494,180095424649558,03/26,712,1
ENGINEER,20536,4616792616913,07/31,900,1
LAWYER,31406,060471802094,09/28,6825,0
DOCTOR,42481,4448763158204144,09/31,372,1
LAWYER,51959,4953978611131,04/34,094,0
LAWYER,47427,180040539346120,12/25,246,0
LAWYER,12239,213162846378959,08/28,853,0
LAWYER,91600,30530683333538,03/32,064,0
LAWYER,10884,4389026220443354284,05/30,451,1
LAWYER,96377,349292003570150,08/25,478,0
DOCTOR,96384,2720184168383039,11/29,8149,1
DOCTOR,34208,4219601390579476,04/33,143,1
ENGINEER,42722,4743865024110264,04/29,387,0
DOCTOR,41218,5317338492510194,07/30,697,1
LAWYER,25055,3532520133069854,02/33,149,0
ENGINEER,89247,5541660474927429,01/34,8000,0
DOCTOR,84550,4244804282747,10/34,028,1
LAWYER,91334,4716336845338919087,05/27,379,0
LAWYER,67426,584833830170,05/27,973,0
LAWYER,5637,5217585869927507,11/30,029,0
ENGINEER,11566,30318847291382,05/29,396,0
LAWYER,55550,3543207698593133,07/31,860,1
DOCTOR,23916,342993140363907,07/29,784,0
ENGINEER,17639,180037020848515,06/32,749,1
LAWYER,13300,3587952136890867,07/29,945,0
DOCTOR,64970,6597397001463419,08/25,140,0
DOCTOR,4365,3555760405147630,11/30,414,0
ENGINEER,50147,3591489609838564,07/26,5533,0
DOCTOR,20126,3575928212646286,02/33,592,0
ENGINEER,97778,3563430870021575,03/33,476,0
ENGINEER,74482,060486388832,06/33,500,1
LAWYER,97908,503822141878,10/27,487,1
LAWYER,26855,2291027501232471,01/28,055,1
DOCTOR,13864,6011663399954055,04/28,504,0
LAWYER,25327,2272672144633628,02/25,243,1
LAWYER,31702,376551109920726,04/33,083,1
LAWYER,55317,3534674856120374,12/27,229,1
DOCTOR,47357,560188762945,06/29,853,0
ENGINEER,4882,4432815011576250164,01/25,375,0
ENGINEER,87608,4021419752919125,08/34,001,1
DOCTOR,71317,30215082167576,11/26,102,1
ENGINEER,86918,4344927497472358,05/30,1805,1
ENGINEER,14244,4294660661207686,04/30,526,1
LAWYER,20143,3575979437087269,12/29,092,0
ENGINEER,52615,3520894707984820,04/25,398,1
DOCTOR,27462,6588341576820141,07/26,799,0
DOCTOR,31378,4531008113615,11/31,732,1
DOCTOR,58479,6011080739142426,01/29,525,1
DOCTOR,59240,3540761835177856,04/31,422,0
DOCTOR,63840,060443987130,11/32,522,0
LAWYER,15093,3510547550939091,12/26,938,1
DOCTOR,66690,213153074986126,12/27,611,1
ENGINEER,56378,6011919314230942,09/28,069,1
DOCTOR,86750,2254138518937815,06/30,539,1
ENGINEER,27412,340806408763505,03/27,968,0
LAWYER,44684,4654060013696987254,09/29,058,0
LAWYER,52820,630451458792,07/33,008,0
ENGINEER,12412,4346470764065785,02/26,226,0
LAWYER,71168,3552352497504721,11/31,024,0
DOCTOR,69313,341477134496429,01/28,715,0
DOCTOR,59201,3552357153650221,06/26,007,0
ENGINEER,17036,180028326798058,01/25,889,0
ENGINEER,46848,213138423423913,02/32,731,1
ENGINEER,26878,36040787764830,02/28,079,1
LAWYER,38853,3586913478927973,02/25,669,0
DOCTOR,73055,6011630274722329,07/34,3122,1
ENGINEER,80195,30501267014349,08/28,336,0
LAWYER,60233,4523231896174720,01/28,158,1
DOCTOR,47910,4823455825688206,08/31,879,0
DOCTOR,44436,3540737769850643,03/34,922,1
LAWYER,61506,4249688786046807915,01/30,832,0
ENGINEER,17103,6011163422906560,06/27,002,0
LAWYER,4972,4844777220017037,08/26,357,1
LAWYER,62676,4422676962994355,03/34,077,0
ENGINEER,98916,4028783847202,07/31,079,1
LAWYER,40862,4516437531220211,08/28,409,0
ENGINEER,89903,4340460416007615781,06/28,334,0
LAWYER,78736,4260674360087505,12/26,001,1
LAWYER,23880,639011964983,05/33,924,0
ENGINEER,79982,4115836426314853,05/32,518,0
LAWYER,88609,30393325256959,10/34,169,0
DOCTOR,18122,4717376011173200,05/33,844,1
ENGINEER,322,2718315256909459,10/25,182,1
DOCTOR,98105,4075309321261,12/29,432,1
LAWYER,81110,4246114111655549,11/31,980,1
ENGINEER,23698,6521653051734344,07/30,208,0
LAWYER,24939,2271871336783354,03/29,957,0
DOCTOR,79093,5178064797093441,07/30,946,0
ENGINEER,69306,060423785686,04/26,682,1
LAWYER,12538,3529589646409845,09/34,710,1
LAWYER,75400,4781200893189947,06/26,417,0
DOCTOR,44271,344065432675690,03/30,694,0
ENGINEER,50179,180099399141765,09/33,269,0
LAWYER,70967,4836249876078945,09/31,716,0
ENGINEER,15152,4387878582091645732,03/30,774,1
LAWYER,21526,6526596446079153,04/29,206,1
ENGINEER,11612,213154341850442,12/33,845,1
ENGINEER,42996,676367377725,08/29,296,1
ENGINEER,98277,5514167170297332,08/31,218,1
LAWYER,86970,503815636074,01/30,654,1
DOCTOR,36966,6011720230468354,10/29,310,0
DOCTOR,38014,2314685248533361,08/26,369,1
DOCTOR,4066,3502522236870333,03/27,342,0
DOCTOR,45581,3580059068711629,02/26,535,1
ENGINEER,45058,213109202298594,07/32,660,1
ENGINEER,14292,6560410492002563,01/27,191,0
LAWYER,10494,36819496264988,10/33,3888,1
LAWYER,21656,6524199974731881,05/29,776,0
DOCTOR,4454,562178754254,01/29,9038,1
ENGINEER,85607,341885298199193,06/31,327,0
ENGINEER,78277,3514770892023202,04/32,912,1
ENGINEER,29894,4609645200035342,03/27,613,0
LAWYER,86203,4699658047542397,10/30,130,1
LAWYER,15384,060427442185,01/34,864,0
ENGINEER,36260,502049032142,04/25,555,1
LAWYER,62064,6558683956745877,03/33,944,1
LAWYER,38043,2720849034140694,10/28,832,0
DOCTOR,27209,676397048874,10/27,312,1
LAWYER,52584,2713446740181242,09/30,546,1
LAWYER,39643,6590970553509370,08/28,046,0
LAWYER,91600,3565516209589221,04/27,533,1
LAWYER,19812,4289139241742030,09/27,219,1
ENGINEER,95394,3524734677278702,06/32,985,1
LAWYER,37247,6011298811700339,07/28,538,1
ENGINEER,27390,4264801422617815837,06/28,431,1
ENGINEER,73007,377442591735898,12/28,692,0
DOCTOR,74268,2720942461010454,10/29,554,0
DOCTOR,13201,5524777584965478,07/28,961,0
DOCTOR,2181,2288678418566016,03/25,379,1
ENGINEER,5399,4680340287437,12/27,736,0
DOCTOR,5243,4368095973439860,03/26,096,1
LAWYER,28177,4419919973154,04/27,657,1
LAWYER,22498,30031690882591,05/27,792,1
DOCTOR,50628,3501883451394735,12/33,2394,1
LAWYER,24114,4263356177238,05/27,018,1
LAWYER,16196,3571097419302376,08/25,035,1
DOCTOR,83557,370626047145846,09/29,953,0
LAWYER,19303,30097518944400,11/25,3668,0
ENGINEER,26255,4123482596925549,01/33,433,0
DOCTOR,76431,4016895153959243582,07/30,451,1
LAWYER,35737,2223873562335981,06/30,799,1
LAWYER,58556,3533813105972851,08/31,658,0
LAWYER,38065,5276851038719722,10/29,152,0
ENGINEER,30413,560949740933,11/28,457,0
ENGINEER,10092,4333450804379458,11/24,205,0
DOCTOR,55713,676121091869,05/30,577,0
DOCTOR,74509,502094731465,01/32,123,1
LAWYER,8207,4567975384789,10/33,846,0
DOCTOR,39572,4543158339959140341,04/30,166,1
DOCTOR,84862,6539490078347986,02/33,4856,1
LAWYER,20456,4143236137048096,01/28,618,1
DOCTOR,5532,2245961078725664,01/26,586,0
DOCTOR,71473,4826416736364668005,05/31,676,1
LAWYER,12031,180085419828945,01/33,9160,0
LAWYER,60259,3554698930438051,10/34,830,0
ENGINEER,83951,213190530794124,11/30,540,1
LAWYER,23176,502007271823,09/33,673,0
ENGINEER,1066,180040985904000,02/31,057,0
LAWYER,15588,2292578642189243,08/29,7615,0
DOCTOR,13952,3501355549528202,04/33,854,1
DOCTOR,75348,30113020714189,04/32,476,1
DOCTOR,26864,4496875508081684474,03/34,533,0
LAWYER,61392,5127497279280213,11/29,215,0
ENGINEER,84779,4399969250914910718,10/34,368,0
DOCTOR,13262,2264732769181483,12/31,820,0
DOCTOR,17164,4808170505122306,09/30,227,1
ENGINEER,98285,4171354981881077,09/28,896,1
DOCTOR,23918,3560403747016279,12/24,022,1
LAWYER,3354,30594686678109,07/25,979,1
LAWYER,79976,370819142271258,07/32,296,1
ENGINEER,51080,3589155082073607,11/27,275,0
ENGINEER,21489,180024542137015,05/30,860,1
LAWYER,89501,502084394548,04/25,360,1
ENGINEER,65578,3540271380021889,08/26,5269,1
ENGINEER,48819,340400766988175,06/32,660,1
LAWYER,63673,4253229110822154491,06/31,382,0
ENGINEER,32052,4194487011642,12/29,9077,0
LAWYER,46333,3552901567551200,03/30,979,0
DOCTOR,56348,3523145280875456,09/28,074,0
DOCTOR,63152,3563569982091123,01/34,097,0
LAWYER,86588,4310791728842853911,02/25,494,0
LAWYER,22020,213106166753093,11/27,8627,0
LAWYER,56883,501814361744,05/32,253,1
ENGINEER,15188,4810464262309164,04/33,319,0
DOCTOR,7660,3504495592810052,05/34,460,0
ENGINEER,16960,4674800406185400784,01/25,3723,1
ENGINEER,8549,4915580621196,05/28,546,1
LAWYER,20697,2706905010635855,02/28,432,1
DOCTOR,30974,2547341125774848,08/28,754,0
ENGINEER,43398,4749359995652656,12/28,771,1
ENGINEER,42621,6011703678533814,10/29,2709,0
DOCTOR,96987,639054253732,10/28,175,1
DOCTOR,72828,374702175252740,12/27,890,1
ENGINEER,28240,4176783284362358,12/27,093,1
DOCTOR,63229,2630121605030061,08/32,201,0
DOCTOR,67235,6582269392474775,05/30,021,0
LAWYER,7357,30406757933687,07/33,9429,1
ENGINEER,81714,2259584548288569,12/24,185,1
DOCTOR,86032,213132345147460,10/25,885,1
DOCTOR,17172,3578094173985648,02/28,285,0
DOCTOR,88551,371127835951452,04/26,4788,0
ENGINEER,10601,4990177010582070,09/26,5951,1
LAWYER,71668,4941028962752,01/33,769,0
DOCTOR,59795,4571379129995832,11/31,687,0
LAWYER,88090,38878889582123,09/26,869,0
ENGINEER,57542,30445830886082,09/30,337,0
LAWYER,99583,6011626742671643,04/29,431,1
ENGINEER,81508,343986410454041,09/30,859,1
LAWYER,50318,4609088803709,08/31,553,1
ENGINEER,95643,6011913489719268,02/31,966,0
ENGINEER,99026,4081820296485308,02/25,272,0
DOCTOR,98443,571548257732,06/25,523,0
ENGINEER,81457,4364360157370,07/30,251,0
ENGINEER,87511,6011502894491652,01/28,507,1
DOCTOR,94789,4037170387159850307,12/28,767,1
ENGINEER,68647,2239444831731491,10/32,564,1
ENGINEER,57202,341426417189839,07/29,364,0
LAWYER,35044,4500592105198066,10/34,447,0
LAWYER,99020,4641037134350593,04/28,419,1
ENGINEER,33501,4493039566330417435,09/25,253,1
ENGINEER,16819,3581760750088312,08/31,616,1
ENGINEER,71484,4675189843928562,08/25,942,1
LAWYER,59618,4280266170864566835,03/32,864,1
DOCTOR,42601,4954431365768857,02/26,644,1
ENGINEER,67949,583121949965,04/27,124,1
DOCTOR,74031,3578077388278412,10/31,369,1
LAWYER,19292,6549689677259025,07/33,0067,1
ENGINEER,71747,5198868216670753,02/26,237,1
ENGINEER,20768,4514334138553957,04/26,829,1
DOCTOR,29834,4088501161602093,07/27,667,0
DOCTOR,47698,377572612643950,09/31,965,1
ENGINEER,41812,5340993162429611,06/31,429,1
ENGINEER,84085,4089149921479,02/31,078,1
ENGINEER,63651,3596764027609911,10/32,227,1
DOCTOR,54217,4896325161130188506,09/28,060,0
DOCTOR,10100,344755497490049,12/25,572,1
DOCTOR,71863,2299563838146333,12/28,052,1
ENGINEER,14063,180097643011115,12/33,8457,0
DOCTOR,45706,5194638597531278,05/32,426,0
LAWYER,65144,4580598657303072,06/29,587,0
LAWYER,33596,2248183948587243,09/31,521,1
ENGINEER,97069,6507710983580860,07/32,390,1
ENGINEER,46759,341927073923098,01/33,584,1
DOCTOR,32221,584394951431,06/33,613,1
DOCTOR,58406,6011174242683438,03/33,0040,0
ENGINEER,88771,30570197541663,02/25,219,0
DOCTOR,30868,3574939377470199,11/28,211,1
ENGINEER,65533,4203320256413922,03/32,756,1
LAWYER,38045,180035041116722,10/30,6086,0
ENGINEER,28900,6011537387655348,10/29,154,0
DOCTOR,44224,4851895638470257,08/29,891,1
DOCTOR,99081,6011692375435474,03/26,790,0
ENGINEER,16898,30162945619916,12/33,274,0
ENGINEER,21175,344564703676486,04/29,363,1
DOCTOR,92187,344131046276299,07/30,309,1
DOCTOR,6232,6011690915049169,04/32,699,1
DOCTOR,78310,373283313639057,07/28,434,1
ENGINEER,49264,4480468295205926,10/33,621,0
DOCTOR,69032,502011643520,04/32,989,0
LAWYER,26829,6011486801454393,03/31,113,1
DOCTOR,44772,30016554028472,11/28,510,1
ENGINEER,99141,3526564549838302,04/26,942,0
DOCTOR,59615,5178197321564329,03/34,508,1
LAWYER,56353,4635131255590158,01/31,054,0
LAWYER,58368,6011263019860343,01/27,396,0
ENGINEER,60684,4059736893597,08/27,377,1
LAWYER,53745,6011164741226565,04/26,8254,0
LAWYER,77999,4160230198570526,07/32,358,0
LAWYER,45508,4399503049486214696,06/32,484,1
DOCTOR,85669,3502638334917113,01/32,203,1
LAWYER,94232,4675775040919926778,05/28,355,1
DOCTOR,4270,2226993190840546,05/26,686,0
LAWYER,32051,3539721069615909,11/33,681,1
DOCTOR,88528,4978083097458968,06/27,290,1
ENGINEER,78831,349111170095355,03/31,057,0
LAWYER,8665,4560763206413798,12/28,399,0
DOCTOR,89010,4987057850517,05/25,380,0
DOCTOR,33712,373963298586312,10/31,520,0
LAWYER,84353,2283312176987546,11/27,515,0
DOCTOR,76310,4489940056516866,11/28,849,1
ENGINEER,56227,3547801390238199,06/25,106,0
DOCTOR,93440,4175202579030621,04/28,981,1
DOCTOR,55437,6011752517757571,02/26,726,0
LAWYER,34033,503886597684,01/25,337,1
DOCTOR,5102,2258153634789012,03/30,107,1
ENGINEER,28287,3541139471697744,01/34,731,0
DOCTOR,47885,4763462397206682,01/28,221,1
ENGINEER,5385,503832699329,02/34,833,1
DOCTOR,6812,2398733086929843,03/26,796,0
LAWYER,9399,4365860949059,10/29,049,0
DOCTOR,44287,180057938895549,12/31,671,0
LAWYER,85048,30166244991876,03/26,964,1
LAWYER,67536,4789437521499,02/26,032,0
DOCTOR,74496,6579708417172380,11/25,492,1
ENGINEER,84990,4423069997134628,01/34,954,0
LAWYER,75115,4259433171796975,04/29,233,1
LAWYER,96691,4643615809939,11/34,506,0
ENGINEER,46341,3561715986650883,02/33,858,1
DOCTOR,88853,4202915979160599848,11/32,2663,1
ENGINEER,42607,2363185926902707,10/25,727,0
ENGINEER,22991,574576360204,10/34,656,1
ENGINEER,85681,4022909547431382136,03/32,635,0
ENGINEER,89136,6011622328419663,11/32,337,0
LAWYER,27904,3566618944503837,12/24,045,0
LAWYER,75780,4266550908738,01/34,781,0
DOCTOR,98526,4558729319387,03/31,143,1
DOCTOR,12996,4384141995071126374,05/33,682,1
LAWYER,23121,4178295380655153,06/27,753,0
DOCTOR,46133,6516868628788766,12/29,807,0
ENGINEER,49046,341347070398717,04/31,8426,0
ENGINEER,6371,4610213596225691,02/33,267,1
ENGINEER,90927,377471180148734,02/31,8942,1
DOCTOR,87255,4477786201274917,10/25,903,0
ENGINEER,63035,2714482500748804,10/25,506,1
DOCTOR,62296,4046136148911621,10/25,378,1
ENGINEER,35296,4810318892589430284,11/32,300,1
ENGINEER,85253,4515748517202945,07/25,783,0
LAWYER,93714,213187712231651,03/33,995,0
ENGINEER,38823,4420011839794550,09/26,441,0
ENGINEER,14999,30059270528623,02/34,153,1
LAWYER,35873,3584737532729931,04/33,914,1
ENGINEER,24795,4764147564856677600,12/26,167,1
LAWYER,69742,4041576742353420,12/24,105,1
DOCTOR,25042,676217201190,04/31,707,0
ENGINEER,14049,2719756251137571,04/31,777,0
LAWYER,61823,3567603102559242,06/31,767,1
LAWYER,49324,4693371189498974,06/31,880,1
LAWYER,10188,3535124333431134,01/26,530,0
ENGINEER,68836,372485005550192,12/27,563,1
ENGINEER,86055,4822789349871794,05/25,706,1
DOCTOR,20564,180091376677739,09/33,201,1
DOCTOR,27239,4706277642415601,07/31,727,0
ENGINEER,71920,4994691592786,10/26,219,1
LAWYER,53929,2720514314756110,08/29,9822,0
ENGINEER,53177,30344284119118,06/30,466,0
LAWYER,21886,30254423573473,08/27,420,0
LAWYER,65503,340350237454846,06/28,820,1
LAWYER,3412,4266309943889127,02/34,297,0
LAWYER,29039,3596677988792379,02/32,923,1
ENGINEER,34132,3549647525403333,08/29,786,0
ENGINEER,74977,4972113683169004,04/29,929,0
LAWYER,43004,4059148251624,08/30,268,0
ENGINEER,16683,180084520122462,12/30,358,0
LAWYER,51452,6011811527132751,10/28,298,1
ENGINEER,82520,30060884287739,10/34,868,1
DOCTOR,80096,3565825172460157,09/34,576,0
DOCTOR,22206,3566397276795143,02/27,370,0
LAWYER,48592,213117482203267,05/30,394,0
LAWYER,710,3571434295746915,03/28,975,0
ENGINEER,17698,2232481971347123,09/33,194,0
DOCTOR,80584,4203645924636,12/29,397,1
LAWYER,48111,180009554694680,03/28,636,0
ENGINEER,57952,3556310761568844,06/29,253,1
ENGINEER,88327,503888571117,04/34,522,0
LAWYER,71550,213198628095940,07/26,127,0
LAWYER,26861,4727999783958,06/25,414,0
LAWYER,79935,180071710775159,12/27,7704,1
DOCTOR,46305,4005366919164972,12/27,609,1
DOCTOR,91167,180044950824490,08/30,615,1
DOCTOR,21643,4067497202098,07/26,797,1
ENGINEER,96961,6011773600477091,06/26,246,0
ENGINEER,87935,6011221151807639,07/29,132,0
ENGINEER,10555,3505666313401939,02/28,275,0
ENGINEER,9996,30327891336068,10/27,065,1
DOCTOR,62220,676158720075,11/33,224,0
DOCTOR,27400,213107654671706,06/25,025,0
DOCTOR,96433,36002265602122,08/31,633,1
ENGINEER,7487,4365265690552540065,03/26,184,0
LAWYER,49095,4214022509753727,07/31,910,0
DOCTOR,88678,213176911137439,10/34,0756,1
LAWYER,52060,6011831306315351,01/28,329,0
DOCTOR,84745,4218187206200,03/29,904,0
DOCTOR,5823,6514057619201540,04/25,551,1
ENGINEER,8515,2228207054678365,06/31,0967,0
DOCTOR,17868,060437633146,10/27,030,0
LAWYER,25638,4347618939774637,07/33,121,0
ENGINEER,25270,3518876769612823,02/30,302,0
DOCTOR,79188,4782821440731,06/27,827,0
DOCTOR,34737,341871428713871,08/28,366,0
LAWYER,87759,378449237159648,05/28,633,0
LAWYER,93571,571000113878,03/25,082,1
ENGINEER,29337,374919939715081,09/34,486,1
ENGINEER,96811,30078007249220,09/29,364,1
ENGINEER,77259,4482842961498,08/28,132,0
LAWYER,91073,4305731015811251399,05/26,626,0
ENGINEER,78415,370884094708863,03/33,953,0
DOCTOR,27450,3534708745014594,11/31,000,1
ENGINEER,69516,6549478944874927,06/34,670,0
ENGINEER,76873,4035564479482646532,07/28,872,1
LAWYER,24431,341677804770280,02/26,780,0
DOCTOR,32124,3500022318535153,08/26,725,1
DOCTOR,48720,5452311185576678,05/29,604,1
DOCTOR,97644,30523911745979,08/31,162,0
ENGINEER,54320,4322645616480831,08/29,059,1
LAWYER,92013,38533840799585,05/30,7279,1
LAWYER,36105,676376337652,11/33,888,0
DOCTOR,20718,180012383027684,07/25,336,0
ENGINEER,17612,3536156723292477,12/29,726,0
LAWYER,43217,4093485298417786,07/33,662,1
LAWYER,92007,060451087104,12/25,277,1
ENGINEER,43216,4738185765728712,03/25,5204,0
LAWYER,13149,6506723746064677,12/28,820,1
ENGINEER,33017,3516050709195321,09/32,733,1
ENGINEER,72719,3521174395275305,12/31,092,1
DOCTOR,53799,375471538578584,06/27,546,0
LAWYER,11528,4687532685444287,04/25,169,0
LAWYER,94907,3549914148695384,01/30,067,1
LAWYER,65214,2299044443933589,05/26,261,1
LAWYER,85779,6544547740745328,09/25,758,1
DOCTOR,69858,349696187034629,06/29,682,0
ENGINEER,56195,30304939793907,07/33,206,0
DOCTOR,38927,4773818903381426,04/28,115,1
ENGINEER,64965,180001807540943,12/27,649,0
DOCTOR,90081,4495019621274608,02/31,140,0
DOCTOR,73184,4032182879268605,11/25,899,1
DOCTOR,34301,589488690217,11/31,721,0
DOCTOR,7745,346812799244166,11/32,273,0
LAWYER,57888,377981209624226,03/32,547,0
ENGINEER,91648,2225279683025121,05/25,290,0
LAWYER,36157,630492591080,03/30,121,0
ENGINEER,57462,4855395851779958562,06/32,347,1
DOCTOR,66878,3556650530087802,05/34,286,0
ENGINEER,97856,3554407737642299,01/26,7510,1
ENGINEER,85028,2305745822479018,07/32,186,1
DOCTOR,79790,5235571787152756,08/26,067,1
LAWYER,89515,30540566119946,11/29,286,1
LAWYER,75007,30145671951777,10/30,159,0
ENGINEER,99893,180000487300669,08/28,380,0
ENGINEER,15017,6596312655093074,11/32,988,1
LAWYER,73812,4155614920376558,06/30,398,1
DOCTOR,72777,6540854068763410,01/30,000,1
ENGINEER,57686,213171812081927,06/30,218,0
DOCTOR,72053,4997359685339,03/25,413,1
ENGINEER,94159,5338280650672710,02/26,248,0
DOCTOR,81747,3596388134312779,10/34,863,1
ENGINEER,66229,3571977021522679,02/25,118,0
DOCTOR,78018,180005418201688,06/34,9894,1
ENGINEER,61671,564858308344,06/28,566,0
LAWYER,29120,213112486222231,08/32,829,0
ENGINEER,54602,3569612378231392,06/26,083,0
LAWYER,98693,347176793716358,04/30,500,1
DOCTOR,39387,213122676969814,04/26,368,1
ENGINEER,67034,3573038182621053,04/33,700,0
ENGINEER,14707,348714270683441,08/32,410,1
DOCTOR,36344,3553377717397928,12/28,092,0
DOCTOR,11517,2271769406316842,06/27,904,0
ENGINEER,81226,213193679625042,07/34,363,0
ENGINEER,25182,4668344545496,03/32,280,1
DOCTOR,30691,213103086897340,01/31,696,0
LAWYER,81233,4735593528615055,09/34,345,1
ENGINEER,21020,3514725216252028,07/29,442,1
LAWYER,35040,345259309070163,12/28,6045,0
LAWYER,23535,060418136861,12/27,313,0
