Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
DOCTOR,98105,4075309321261,12/29,432,1
LAWYER,81110,4246114111655549,11/31,980,1
ENGINEER,69306,60423785686,04/26,682,1
LAWYER,12538,3529589646409845,09/34,710,1
ENGINEER,15152,4387878582091645732,03/30,774,1
LAWYER,21526,6526596446079153,04/29,206,1
ENGINEER,11612,213154341850442,12/33,845,1
ENGINEER,42996,676367377725,08/29,296,1
ENGINEER,98277,5514167170297332,08/31,218,1
LAWYER,86970,503815636074,01/30,654,1
DOCTOR,38014,2314685248533361,08/26,369,1
DOCTOR,45581,3580059068711629,02/26,535,1
ENGINEER,45058,213109202298594,07/32,660,1
LAWYER,10494,36819496264988,10/33,3888,1
DOCTOR,4454,562178754254,01/29,9038,1
ENGINEER,78277,3514770892023202,04/32,912,1
LAWYER,86203,4699658047542397,10/30,130,1
ENGINEER,36260,502049032142,04/25,555,1
LAWYER,62064,6558683956745877,03/33,944,1
DOCTOR,27209,676397048874,10/27,312,1
LAWYER,52584,2713446740181242,09/30,546,1
LAWYER,91600,3565516209589221,04/27,533,1
LAWYER,19812,4289139241742030,09/27,219,1
ENGINEER,95394,3524734677278702,06/32,985,1
LAWYER,37247,6011298811700339,07/28,538,1
ENGINEER,27390,4264801422617815837,06/28,431,1
DOCTOR,2181,2288678418566016,03/25,379,1
DOCTOR,5243,4368095973439860,03/26,96,1
LAWYER,28177,4419919973154,04/27,657,1
LAWYER,22498,30031690882591,05/27,792,1
DOCTOR,50628,3501883451394735,12/33,2394,1
LAWYER,24114,4263356177238,05/27,18,1
LAWYER,16196,3571097419302376,08/25,35,1
DOCTOR,76431,4016895153959243582,07/30,451,1
LAWYER,35737,2223873562335981,06/30,799,1
DOCTOR,74509,502094731465,01/32,123,1
DOCTOR,39572,4543158339959140341,04/30,166,1
DOCTOR,84862,6539490078347986,02/33,4856,1
LAWYER,20456,4143236137048096,01/28,618,1
DOCTOR,71473,4826416736364668005,05/31,676,1
ENGINEER,83951,213190530794124,11/30,540,1
DOCTOR,13952,3501355549528202,04/33,854,1
DOCTOR,75348,30113020714189,04/32,476,1
DOCTOR,17164,4808170505122306,09/30,227,1
ENGINEER,98285,4171354981881077,09/28,896,1
DOCTOR,23918,3560403747016279,12/24,22,1
LAWYER,3354,30594686678109,07/25,979,1
LAWYER,79976,370819142271258,07/32,296,1
ENGINEER,21489,180024542137015,05/30,860,1
LAWYER,89501,502084394548,04/25,360,1
ENGINEER,65578,3540271380021889,08/26,5269,1
ENGINEER,48819,340400766988175,06/32,660,1
LAWYER,56883,501814361744,05/32,253,1
ENGINEER,16960,4674800406185400784,01/25,3723,1
ENGINEER,8549,4915580621196,05/28,546,1
LAWYER,20697,2706905010635855,02/28,432,1
ENGINEER,43398,4749359995652656,12/28,771,1
DOCTOR,96987,639054253732,10/28,175,1
DOCTOR,72828,374702175252740,12/27,890,1
ENGINEER,28240,4176783284362358,12/27,93,1
LAWYER,7357,30406757933687,07/33,9429,1
ENGINEER,81714,2259584548288569,12/24,185,1
DOCTOR,86032,213132345147460,10/25,885,1
ENGINEER,10601,4990177010582070,09/26,5951,1
LAWYER,99583,6011626742671643,04/29,431,1
ENGINEER,81508,343986410454041,09/30,859,1
LAWYER,50318,4609088803709,08/31,553,1
ENGINEER,87511,6011502894491652,01/28,507,1
DOCTOR,94789,4037170387159850307,12/28,767,1
ENGINEER,68647,2239444831731491,10/32,564,1
LAWYER,99020,4641037134350593,04/28,419,1
ENGINEER,33501,4493039566330417435,09/25,253,1
ENGINEER,16819,3581760750088312,08/31,616,1
ENGINEER,71484,4675189843928562,08/25,942,1
LAWYER,59618,4280266170864566835,03/32,864,1
DOCTOR,42601,4954431365768857,02/26,644,1
ENGINEER,67949,583121949965,04/27,124,1
DOCTOR,74031,3578077388278412,10/31,369,1
LAWYER,19292,6549689677259025,07/33,67,1
ENGINEER,71747,5198868216670753,02/26,237,1
ENGINEER,20768,4514334138553957,04/26,829,1
DOCTOR,47698,377572612643950,09/31,965,1
ENGINEER,41812,5340993162429611,06/31,429,1
ENGINEER,84085,4089149921479,02/31,78,1
ENGINEER,63651,3596764027609911,10/32,227,1
DOCTOR,10100,344755497490049,12/25,572,1
DOCTOR,71863,2299563838146333,12/28,52,1
LAWYER,33596,2248183948587243,09/31,521,1
ENGINEER,97069,6507710983580860,07/32,390,1
ENGINEER,46759,341927073923098,01/33,584,1
DOCTOR,32221,584394951431,06/33,613,1
DOCTOR,30868,3574939377470199,11/28,211,1
ENGINEER,65533,4203320256413922,03/32,756,1
DOCTOR,44224,4851895638470257,08/29,891,1
ENGINEER,21175,344564703676486,04/29,363,1
DOCTOR,92187,344131046276299,07/30,309,1
DOCTOR,6232,6011690915049169,04/32,699,1
DOCTOR,78310,373283313639057,07/28,434,1
LAWYER,26829,6011486801454393,03/31,113,1
DOCTOR,44772,30016554028472,11/28,510,1
DOCTOR,59615,5178197321564329,03/34,508,1
ENGINEER,60684,4059736893597,08/27,377,1
LAWYER,45508,4399503049486214696,06/32,484,1
DOCTOR,85669,3502638334917113,01/32,203,1
LAWYER,94232,4675775040919926778,05/28,355,1
LAWYER,32051,3539721069615909,11/33,681,1
DOCTOR,88528,4978083097458968,06/27,290,1
DOCTOR,76310,4489940056516866,11/28,849,1
DOCTOR,93440,4175202579030621,04/28,981,1
LAWYER,34033,503886597684,01/25,337,1
DOCTOR,5102,2258153634789012,03/30,107,1
DOCTOR,47885,4763462397206682,01/28,221,1
ENGINEER,5385,503832699329,02/34,833,1
LAWYER,85048,30166244991876,03/26,964,1
DOCTOR,74496,6579708417172380,11/25,492,1
LAWYER,75115,4259433171796975,04/29,233,1
ENGINEER,46341,3561715986650883,02/33,858,1
DOCTOR,88853,4202915979160599848,11/32,2663,1
ENGINEER,22991,574576360204,10/34,656,1
DOCTOR,98526,4558729319387,03/31,143,1
DOCTOR,12996,4384141995071126374,05/33,682,1
ENGINEER,6371,4610213596225691,02/33,267,1
ENGINEER,90927,377471180148734,02/31,8942,1
ENGINEER,63035,2714482500748804,10/25,506,1
DOCTOR,62296,4046136148911621,10/25,378,1
ENGINEER,35296,4810318892589430284,11/32,300,1
ENGINEER,14999,30059270528623,02/34,153,1
LAWYER,35873,3584737532729931,04/33,914,1
ENGINEER,24795,4764147564856677600,12/26,167,1
LAWYER,69742,4041576742353420,12/24,105,1
LAWYER,61823,3567603102559242,06/31,767,1
LAWYER,49324,4693371189498974,06/31,880,1
ENGINEER,68836,372485005550192,12/27,563,1
ENGINEER,86055,4822789349871794,05/25,706,1
DOCTOR,20564,180091376677739,09/33,201,1
ENGINEER,71920,4994691592786,10/26,219,1
LAWYER,65503,340350237454846,06/28,820,1
LAWYER,29039,3596677988792379,02/32,923,1
LAWYER,51452,6011811527132751,10/28,298,1
ENGINEER,82520,30060884287739,10/34,868,1
DOCTOR,80584,4203645924636,12/29,397,1
ENGINEER,57952,3556310761568844,06/29,253,1
LAWYER,79935,180071710775159,12/27,7704,1
DOCTOR,46305,4005366919164972,12/27,609,1
DOCTOR,91167,180044950824490,08/30,615,1
DOCTOR,21643,4067497202098,07/26,797,1
ENGINEER,9996,30327891336068,10/27,65,1
DOCTOR,96433,36002265602122,08/31,633,1
DOCTOR,88678,213176911137439,10/34,756,1
DOCTOR,5823,6514057619201540,04/25,551,1
LAWYER,93571,571000113878,03/25,82,1
ENGINEER,29337,374919939715081,09/34,486,1
ENGINEER,96811,30078007249220,09/29,364,1
DOCTOR,27450,3534708745014594,11/31,0,1
ENGINEER,76873,4035564479482646532,07/28,872,1
DOCTOR,32124,3500022318535153,08/26,725,1
DOCTOR,48720,5452311185576678,05/29,604,1
ENGINEER,54320,4322645616480831,08/29,59,1
LAWYER,92013,38533840799585,05/30,7279,1
LAWYER,43217,4093485298417786,07/33,662,1
LAWYER,92007,60451087104,12/25,277,1
LAWYER,13149,6506723746064677,12/28,820,1
ENGINEER,33017,3516050709195321,09/32,733,1
ENGINEER,72719,3521174395275305,12/31,92,1
LAWYER,94907,3549914148695384,01/30,67,1
LAWYER,65214,2299044443933589,05/26,261,1
LAWYER,85779,6544547740745328,09/25,758,1
DOCTOR,38927,4773818903381426,04/28,115,1
DOCTOR,73184,4032182879268605,11/25,899,1
ENGINEER,57462,4855395851779958562,06/32,347,1
ENGINEER,97856,3554407737642299,01/26,7510,1
ENGINEER,85028,2305745822479018,07/32,186,1
DOCTOR,79790,5235571787152756,08/26,67,1
LAWYER,89515,30540566119946,11/29,286,1
ENGINEER,15017,6596312655093074,11/32,988,1
LAWYER,73812,4155614920376558,06/30,398,1
DOCTOR,72777,6540854068763410,01/30,0,1
DOCTOR,72053,4997359685339,03/25,413,1
DOCTOR,81747,3596388134312779,10/34,863,1
DOCTOR,78018,180005418201688,06/34,9894,1
LAWYER,98693,347176793716358,04/30,500,1
DOCTOR,39387,213122676969814,04/26,368,1
ENGINEER,14707,348714270683441,08/32,410,1
ENGINEER,25182,4668344545496,03/32,280,1
LAWYER,81233,4735593528615055,09/34,345,1
ENGINEER,21020,3514725216252028,07/29,442,1
ENGINEER,14958,4850302538990,11/32,474,1
DOCTOR,33446,372386965544714,12/27,302,1
DOCTOR,48354,6011729983001155,11/34,960,1
LAWYER,98446,60468577428,03/28,892,1
DOCTOR,24773,6596425226084198,09/33,6479,1
LAWYER,62664,4576289678251647780,06/30,939,1
ENGINEER,56201,30370502386601,07/31,608,1
ENGINEER,3137,4402791728018755,07/28,1814,1
LAWYER,69133,4541347277449273759,11/26,594,1
ENGINEER,55652,3589696180553719,03/28,737,1
LAWYER,49254,6527471385563501,02/25,205,1
DOCTOR,38274,30503653325123,09/28,810,1
ENGINEER,34465,3572886166292098,11/28,646,1
LAWYER,79429,3543803462264917,07/32,84,1
DOCTOR,51736,4440921363671,08/27,761,1
DOCTOR,79155,4307398419672406664,09/33,784,1
DOCTOR,41225,3588277227904768,04/27,6624,1
LAWYER,34573,676180090380,11/29,469,1
LAWYER,21903,4578211506093027,10/28,902,1
DOCTOR,38508,4982609572645606235,05/33,188,1
DOCTOR,79127,180034605813048,12/31,649,1
ENGINEER,22232,4828269113868639565,05/31,533,1
DOCTOR,52794,4960721144740,11/27,604,1
ENGINEER,75740,6587322460036250,09/26,304,1
DOCTOR,42211,2225083181870271,01/25,93,1
ENGINEER,86946,6590583724842339,06/27,4447,1
DOCTOR,23783,3521686060422581,01/26,608,1
LAWYER,67823,3506159830159908,11/28,56,1
LAWYER,84904,180084994829170,12/29,797,1
ENGINEER,74375,2280642323783544,07/30,305,1
DOCTOR,92498,3530451429797507,02/31,377,1
ENGINEER,52392,213133743945315,04/29,932,1
ENGINEER,68115,4067361552040,08/32,384,1
DOCTOR,30236,372236600689830,12/24,190,1
LAWYER,48756,2289849496263250,02/31,728,1
LAWYER,88878,4873177944881736872,09/28,22,1
LAWYER,25973,6011746726374806,04/32,774,1
DOCTOR,8497,4872479740103331,11/28,610,1
LAWYER,52221,4944900091265969,05/32,170,1
ENGINEER,2019,6556480224436203,08/27,787,1
LAWYER,38772,3509853023584982,09/28,6,1
DOCTOR,7394,6544475806798462,12/25,185,1
LAWYER,46505,213176685886344,08/25,506,1
ENGINEER,22047,4631018641078879,10/30,175,1
ENGINEER,45730,4676003969851506564,03/25,626,1
LAWYER,104,4285932673215150,10/26,335,1
LAWYER,55595,4429040161693504192,06/32,321,1
LAWYER,93874,571654658046,07/30,443,1
LAWYER,53518,4820031858752121674,12/26,390,1
DOCTOR,82425,30018927405163,02/28,238,1
LAWYER,92942,3517831187340235,05/34,175,1
LAWYER,16100,3554101662828342,11/27,562,1
LAWYER,91999,6548561765449373,08/29,810,1
ENGINEER,66413,5253636076138928,01/26,366,1
ENGINEER,47191,36348134012021,08/32,600,1
DOCTOR,11245,2243347117842011,09/25,546,1
DOCTOR,57735,3548642256690548,01/30,675,1
LAWYER,20897,213128117740110,03/28,732,1
DOCTOR,95875,4943951909048189,08/34,681,1
DOCTOR,6136,213168024993543,09/26,769,1
DOCTOR,17077,30322381208877,11/29,333,1
LAWYER,18873,371896352103982,04/34,494,1
DOCTOR,96781,4794467555136,07/33,500,1
DOCTOR,93079,3569164211490496,03/29,538,1
DOCTOR,52536,4015095966346890595,02/25,625,1
DOCTOR,86547,6529509411520207,09/25,705,1
LAWYER,60446,3589485756679383,07/33,653,1
LAWYER,78831,180079084668892,10/28,757,1
DOCTOR,4710,348795405470556,03/30,197,1
ENGINEER,72542,4872569480815,11/27,88,1
DOCTOR,20515,4676879389180,01/30,707,1
LAWYER,81984,4353548724747237132,05/29,511,1
DOCTOR,73912,3573555254088747,12/28,775,1
LAWYER,34503,4393136968893,04/26,597,1
DOCTOR,38197,30076057919916,08/34,990,1
ENGINEER,44581,3559620112503077,06/25,223,1
ENGINEER,78332,36264538194747,01/28,74,1
LAWYER,82363,36527776523698,10/33,73,1
ENGINEER,51005,6011476768862472,11/28,617,1
DOCTOR,28240,180018945214215,04/32,990,1
ENGINEER,64385,503804673625,08/29,998,1
LAWYER,25467,379151011702614,01/32,101,1
DOCTOR,82298,3504189407881016,07/27,5069,1
DOCTOR,15299,4674195924186989,10/33,844,1
ENGINEER,20199,3538968991926919,02/30,648,1
ENGINEER,91085,4007400357156816,11/30,1193,1
ENGINEER,57484,3593651658025546,04/27,180,1
DOCTOR,21605,3526861646553416,08/33,577,1
DOCTOR,24393,213191322191552,11/24,93,1
ENGINEER,24634,3517630925437281,07/26,561,1
ENGINEER,76492,30197406346658,01/27,982,1
LAWYER,21079,3529130909927593,09/30,705,1
DOCTOR,3448,3516570008277132,01/30,700,1
DOCTOR,16072,30304086318748,03/29,791,1
DOCTOR,84489,379258469220559,09/32,469,1
ENGINEER,73824,3570942153807760,05/25,172,1
DOCTOR,29727,213143773599767,12/25,660,1
ENGINEER,4744,4989221585687907,01/30,448,1
DOCTOR,39994,3530734615710974,10/28,415,1
LAWYER,30729,502044567860,09/31,553,1
ENGINEER,21151,341085440266640,06/28,817,1
LAWYER,64372,4905109331570165,11/31,275,1
DOCTOR,38131,213174055866376,10/25,871,1
ENGINEER,19926,4344104842532118,06/29,656,1
LAWYER,55341,3556062353421771,04/30,713,1
DOCTOR,85694,3539437645110691,11/27,443,1
ENGINEER,9199,30528449163520,02/28,487,1
ENGINEER,96987,370350989172011,04/26,41,1
DOCTOR,75512,30446986005758,08/34,299,1
LAWYER,78109,566008357873,01/31,790,1
ENGINEER,39394,4910096358803202,12/26,560,1
DOCTOR,44958,639092334726,04/34,461,1
LAWYER,68355,4122274221297365,02/25,45,1
ENGINEER,747,213114350617157,01/34,591,1
DOCTOR,90864,2711294073493483,03/32,371,1
ENGINEER,38870,4481889268806565,09/31,430,1
ENGINEER,74666,30339957080977,12/32,710,1
DOCTOR,14840,4206448203074229,06/26,458,1
DOCTOR,88052,4754875375075780,06/33,281,1
LAWYER,81691,630491002980,07/26,608,1
ENGINEER,8849,3546995301589764,03/34,5734,1
ENGINEER,7900,30172750980592,01/28,690,1
DOCTOR,85801,6011707976364970,11/24,804,1
DOCTOR,78873,4908422321257,05/33,308,1
DOCTOR,39545,372787048092276,07/26,954,1
ENGINEER,43039,4773614693883563593,02/26,370,1
ENGINEER,60734,4502914405238489600,03/27,350,1
LAWYER,97696,30525344977939,09/27,237,1
LAWYER,22888,349104605196971,05/32,642,1
ENGINEER,77911,3568195082971017,07/28,207,1
LAWYER,74658,347859948029732,07/30,156,1
LAWYER,39747,3512737102576370,05/28,229,1
DOCTOR,95385,639039965772,03/30,273,1
LAWYER,71159,213102780527849,01/32,300,1
LAWYER,3493,349185238414279,02/30,12,1
DOCTOR,99881,502093044936,07/26,4005,1
LAWYER,39025,4218579678900476,07/32,241,1
ENGINEER,10487,4253943341217757,05/33,896,1
ENGINEER,9181,2293709329358194,05/25,319,1
DOCTOR,7170,3534279951627479,09/29,784,1
ENGINEER,556,6539999503731317,03/30,89,1
ENGINEER,8280,4766377779237443,07/25,628,1
ENGINEER,16303,3501686473450256,01/31,150,1
DOCTOR,34872,3596136317720759,05/27,246,1
DOCTOR,97298,38481291644894,11/24,2597,1
DOCTOR,12983,348678053886333,04/34,637,1
ENGINEER,82230,2719126622020908,03/29,623,1
ENGINEER,44139,2480690698852772,09/25,275,1
LAWYER,47447,376102131542961,10/29,66,1
DOCTOR,35718,3556195625416730,01/30,200,1
ENGINEER,72150,344086251947788,10/30,707,1
ENGINEER,35810,30543527098670,03/25,304,1
ENGINEER,29894,3525165384371978,02/31,872,1
ENGINEER,35479,4141974140963719,04/27,678,1
LAWYER,33794,30478488233950,01/33,991,1
ENGINEER,5257,36173287765617,03/26,750,1
DOCTOR,73783,4340152744001074,06/29,317,1
DOCTOR,34837,4398191215567495,11/30,211,1
LAWYER,99736,503817729562,08/34,778,1
ENGINEER,23513,6538620308369738,12/24,56,1
ENGINEER,58008,4840260987578,08/29,97,1
LAWYER,26646,213102199332872,04/34,68,1
DOCTOR,79299,4132909582440306,09/28,661,1
LAWYER,79966,36690826524544,08/33,13,1
ENGINEER,39156,343688390624094,01/26,7000,1
DOCTOR,19814,3536593841152797,08/26,727,1
ENGINEER,27208,4666686907621,11/27,459,1
ENGINEER,87152,3583637994557856,04/33,67,1
DOCTOR,65671,6532961413574374,01/29,484,1
ENGINEER,94676,2269260740716719,08/32,787,1
ENGINEER,99678,4291889250954043,03/26,101,1
DOCTOR,93061,3510199953745905,06/34,27,1
LAWYER,45282,213179770333396,06/33,9053,1
ENGINEER,96934,2272896435879182,06/32,740,1
ENGINEER,86802,4981434907100630242,01/32,934,1
DOCTOR,74962,30088811193530,05/30,659,1
LAWYER,50353,36502764466119,08/32,356,1
DOCTOR,97846,3571034845532037,09/30,829,1
LAWYER,15116,4130773958505382528,07/25,951,1
LAWYER,27708,60458511726,08/29,8692,1
DOCTOR,97544,5554877866270242,05/30,550,1
DOCTOR,97724,347549500952377,09/26,490,1
DOCTOR,28483,3503044160893685,02/29,828,1
DOCTOR,6741,4518238049025037,06/34,367,1
LAWYER,38675,4180847012459156590,09/26,848,1
ENGINEER,85042,36439977530730,12/26,946,1
LAWYER,45905,371779364607762,03/31,760,1
DOCTOR,16161,4274045021851,10/31,969,1
LAWYER,89388,4735908796158291,04/26,189,1
ENGINEER,24691,4036567195888,06/29,203,1
ENGINEER,34519,4962791749028,10/31,389,1
ENGINEER,5084,30580968613880,06/30,153,1
LAWYER,74225,675974693599,07/30,3807,1
LAWYER,34154,563235187785,03/26,102,1
DOCTOR,9462,30296496994565,01/33,169,1
LAWYER,17537,4747452819609904576,09/34,962,1
LAWYER,44146,6596895815497888,03/25,50,1
ENGINEER,12911,4896030461351,02/32,818,1
DOCTOR,33868,180005160911062,05/34,544,1
LAWYER,10836,371064526788671,07/28,614,1
LAWYER,18817,676151479786,10/28,94,1
DOCTOR,98830,502014343094,02/29,571,1
ENGINEER,18958,3540270889949541,01/28,678,1
DOCTOR,24857,4443784571339056,12/32,838,1
ENGINEER,88869,4899791752995555,02/25,2949,1
LAWYER,31737,3597749985146427,05/28,537,1
DOCTOR,42856,4836007564988746,11/32,815,1
LAWYER,63674,3509935704898730,06/27,497,1
DOCTOR,9941,180005970550209,03/27,561,1
DOCTOR,42546,180097062838097,07/34,555,1
LAWYER,9448,4248808906926686885,11/30,828,1
LAWYER,38414,5180062945422708,04/31,471,1
LAWYER,68176,30332793082588,05/31,384,1
ENGINEER,56823,4298059149070061347,12/33,135,1
ENGINEER,99502,340866186035336,12/27,106,1
LAWYER,73637,374834131739658,03/34,528,1
DOCTOR,15725,2719801978120557,03/29,149,1
LAWYER,23806,6570127024427369,08/28,899,1
LAWYER,80420,6011359181920038,02/25,9246,1
ENGINEER,2122,630403004934,08/34,758,1
ENGINEER,76185,4323172158684141,10/30,1565,1
DOCTOR,24943,4625351690847438341,09/29,400,1
ENGINEER,93346,30565691757088,08/32,902,1
DOCTOR,46666,4722735887077758,09/31,4468,1
DOCTOR,62008,342387106799040,05/32,565,1
DOCTOR,44823,213128286306784,01/29,145,1
ENGINEER,73421,180007603968956,03/34,351,1
LAWYER,613,4385942918713933930,03/31,584,1
LAWYER,48822,30389506483180,08/31,395,1
LAWYER,5731,503823529535,06/33,726,1
ENGINEER,11188,6011051888174882,10/28,829,1
DOCTOR,53695,180019538936461,01/29,569,1
ENGINEER,91318,4110466420092991009,01/32,639,1
ENGINEER,17577,503863580547,12/26,371,1
ENGINEER,28542,3565838049091626,11/31,402,1
DOCTOR,71163,3579848462783637,09/33,570,1
ENGINEER,22252,5459821648839425,02/32,24,1
ENGINEER,88418,3552353083205343,01/25,314,1
ENGINEER,97613,502080052488,05/34,310,1
DOCTOR,46152,577351661241,05/27,456,1
DOCTOR,41042,4808269298361677907,09/32,78,1
DOCTOR,24050,3500697329282596,11/25,131,1
ENGINEER,85507,6528409986689506,12/24,551,1
DOCTOR,94984,378940754113893,08/30,896,1
DOCTOR,76699,4292753127931338,02/32,203,1
ENGINEER,4614,2621428701114710,06/30,1581,1
LAWYER,6314,6011139295571715,04/28,311,1
ENGINEER,10365,2542654720138671,11/27,690,1
LAWYER,16908,4445278510014092,06/33,4828,1
LAWYER,87082,676174839784,07/27,295,1
ENGINEER,62419,4138052928557,07/34,375,1
LAWYER,41016,568273615910,07/28,930,1
DOCTOR,83319,6011173396961681,09/27,509,1
DOCTOR,39215,4884111069040663,04/26,1434,1
LAWYER,56528,3507326767989560,03/28,646,1
ENGINEER,96807,4396601410151736149,08/27,407,1
LAWYER,22984,2416943294536458,07/28,834,1
DOCTOR,37813,4239744026607638,06/25,129,1
LAWYER,5180,3571042289194453,10/29,135,1
LAWYER,14814,30411998144532,10/26,575,1
DOCTOR,68097,4366933361954499041,03/33,307,1
LAWYER,9167,3516230626151272,08/31,770,1
ENGINEER,34988,2685798607135149,03/33,360,1
LAWYER,72018,6577868005853452,02/25,834,1
ENGINEER,51512,3543340354277970,04/26,431,1
ENGINEER,70629,213193112529355,08/27,847,1
DOCTOR,73616,4882328867690327840,05/34,600,1
ENGINEER,52122,4372710466639537,04/29,439,1
ENGINEER,45887,4046408873744307,06/29,964,1
LAWYER,58667,180015529489718,04/31,406,1
ENGINEER,18397,3519711238902357,10/25,114,1
LAWYER,73736,30494526868368,08/33,9448,1
LAWYER,94056,561838023159,07/33,373,1
LAWYER,59818,4956546422335388,01/32,134,1
DOCTOR,32105,2260286926286796,03/31,556,1
DOCTOR,25737,6011703335989649,09/30,128,1
LAWYER,98530,213103093958788,12/29,177,1
ENGINEER,10229,4077049559144142595,02/25,550,1
ENGINEER,109,560807675924,05/32,800,1
DOCTOR,54812,3523918421486916,04/26,710,1
ENGINEER,35266,3581646396035330,05/34,751,1
ENGINEER,48611,501896465744,03/26,463,1
LAWYER,75121,4007420672181,03/26,428,1
LAWYER,91312,4729852764612,02/28,3783,1
DOCTOR,59022,4856901712316,08/32,71,1
LAWYER,52914,213186264388844,05/34,529,1
DOCTOR,23359,501833040030,09/33,413,1
DOCTOR,95469,4259187989596056,08/26,324,1
ENGINEER,64113,4814577478691948534,11/25,988,1
DOCTOR,53601,4182135888289,04/28,50,1
ENGINEER,62460,374009143791878,08/34,329,1
ENGINEER,4729,4184440741713190,12/32,613,1
DOCTOR,72337,4195800644805010098,06/26,112,1
LAWYER,45790,345284998973923,05/30,352,1
DOCTOR,81392,4058781387488439936,11/29,10,1
ENGINEER,98061,4282320033591378561,07/32,890,1
LAWYER,27309,3528430245443532,09/26,619,1
DOCTOR,54171,30182097856421,10/34,429,1
LAWYER,31586,6595236245000011,08/32,885,1
LAWYER,98766,639069100381,01/31,24,1
DOCTOR,35687,4552364796243511,10/27,680,1
LAWYER,14468,4880361495402607,08/28,651,1
ENGINEER,5275,4133846358237,11/31,677,1
DOCTOR,53015,6011531375229695,02/34,175,1
ENGINEER,6211,180069341744511,08/32,926,1
ENGINEER,45692,4509898896736548,11/32,84,1
LAWYER,93248,4142834134348435,05/26,286,1
DOCTOR,16074,343802116701363,07/32,275,1
DOCTOR,73261,4756116263965232075,07/32,938,1
LAWYER,40927,38527914323587,10/27,119,1
DOCTOR,78027,4288930977325980200,04/25,584,1
LAWYER,30020,375602556634699,02/26,644,1
DOCTOR,64179,6573678800478098,09/30,646,1
ENGINEER,92861,180041837524202,10/29,144,1
LAWYER,17013,378381757673759,06/32,226,1
ENGINEER,35522,6567960412269745,04/25,196,1
LAWYER,48178,6011515290465294,06/28,712,1
DOCTOR,51882,4509921124513156554,06/25,21,1
ENGINEER,60307,342557516351364,07/33,983,1
ENGINEER,47918,6543140380073192,01/30,11,1
DOCTOR,83332,4455570310165104063,05/34,715,1
DOCTOR,3705,4938141384013,03/33,298,1
DOCTOR,47711,30097100592765,10/25,103,1
LAWYER,13460,676361675751,11/24,350,1
DOCTOR,19991,676283511498,03/29,5,1
DOCTOR,50642,4010700957378214,05/25,786,1
LAWYER,38457,4866835524886656,07/31,526,1
LAWYER,66371,341496552320978,06/32,546,1
ENGINEER,70152,213171098200753,12/25,369,1
LAWYER,6901,30266908141675,03/25,908,1
DOCTOR,17664,377826309347949,01/33,323,1
DOCTOR,17331,3583621934992977,02/32,699,1
ENGINEER,6679,6011960827807420,07/30,565,1
DOCTOR,33575,4527202863044135,07/29,92,1
DOCTOR,37888,6011079539955177,11/24,233,1
ENGINEER,1883,6011969053522314,10/31,911,1
LAWYER,5567,4076102198790755,08/30,258,1
ENGINEER,48824,576763798344,06/26,330,1
ENGINEER,11655,4690391854357720,02/29,229,1
DOCTOR,85038,6568771536524975,03/32,598,1
ENGINEER,84576,2294742485824484,01/27,421,1
DOCTOR,4099,3535954434165987,08/25,1127,1
LAWYER,92280,180025347626870,09/28,337,1
LAWYER,68594,4011610182542395059,09/28,59,1
LAWYER,29824,3597598202192163,12/33,5454,1
ENGINEER,63047,180041519364232,09/26,906,1
DOCTOR,5461,4901926221190240,02/34,428,1
DOCTOR,3212,2715143758839484,02/28,854,1
LAWYER,30075,3578939733906825,05/25,950,1
DOCTOR,96339,348269023576111,07/27,6406,1
ENGINEER,56418,4089316635811,04/31,327,1
DOCTOR,75475,180093637477297,09/27,231,1
LAWYER,7502,4713175842826,12/27,72,1
LAWYER,82957,4378399663432427,02/26,323,1
LAWYER,89285,5179871986513933,04/33,198,1
LAWYER,67246,344358974217256,11/33,73,1
LAWYER,87139,370540323788379,04/32,680,1
DOCTOR,38917,3561198922230534,11/32,2622,1
ENGINEER,61560,4069583056155389214,02/32,691,1
ENGINEER,11848,4222024629491,01/29,969,1
LAWYER,60639,213108339766895,05/32,19,1
DOCTOR,93930,6532791743080770,07/32,995,1
ENGINEER,95002,4194444379084609,04/29,80,1
ENGINEER,44210,36586933053841,10/34,917,1
DOCTOR,49564,4879680208532738,09/34,253,1
DOCTOR,2756,676285950702,10/33,717,1
LAWYER,36053,373487175770302,12/26,785,1
ENGINEER,31565,4246141640640973,12/26,7584,1
DOCTOR,94901,345664864887374,07/31,943,1
DOCTOR,93124,3524962735124424,07/26,779,1
LAWYER,44322,4915407658304335,06/34,961,1
DOCTOR,85649,4279090520916446309,05/30,610,1
DOCTOR,74251,588993424708,06/30,830,1
ENGINEER,45100,4641925273008222,03/33,948,1
DOCTOR,15987,3530030601106032,06/32,95,1
DOCTOR,31671,4550138257308968339,03/28,526,1
ENGINEER,1019,180089196339753,09/34,458,1
ENGINEER,62459,6011381680213186,05/34,21,1
ENGINEER,63685,675946871448,07/28,933,1
DOCTOR,30570,6011810204256636,08/29,257,1
DOCTOR,97699,376864431025118,03/25,66,1
DOCTOR,8203,3552453189496158,07/28,444,1
ENGINEER,79398,6534618927327040,11/24,8780,1
LAWYER,84879,3563162934794992,10/32,45,1
DOCTOR,92391,373509966482407,01/32,35,1
DOCTOR,82841,4669429485140110,07/29,219,1
LAWYER,97044,4586922534186472,11/28,151,1
